temperature,mean_initial_energy,std_initial_energy,mean_absolute_scattering_angle,std_absolute_scattering_angle,n_particles
0.5,0.44896491128409083,0.44310349543667055,0.8965254606824408,0.786653075586785,300
1.0,1.0467354212276598,1.0806950132358366,0.5643354545542466,0.6473155009975949,300
1.5,1.3785660205647106,1.2145068442193265,0.43429667300558644,0.5808427624906152,300
2.0,2.2325848309108656,2.105785005651165,0.3617891473932757,0.5586672180675645,300
3.0,2.8897597740629104,3.0680824422015953,0.27551938116532776,0.46465650417747206,300
